date-time,atmospheric pressure (mBar),rainfall (mm),wind speed (m/s),wind direction (degrees),surface temperature (C),relative humidity (%),solar flux (Kw/m2),battery (V)
30/05/2015 22,1007,0,3.64,179.6,8.43,61.5,0,13.73
30/05/2015 23,1006,0,3.54,156.1,6.96,73.4,0,13.77
31/05/2015 00,1005,0,3,148,5.39,85.1,0,13.82
31/05/2015 01,1004,0.1,0.66,93,5.14,93.2,0,13.84
31/05/2015 02,1002,0,0.77,88.3,5.2,96.8,0,13.85
31/05/2015 03,1000,0,1.17,98.4,5.44,98.1,0,13.85
31/05/2015 04,999,0,1.33,107.6,5.66,98.5,0.0000493,13.85
31/05/2015 05,997,0,0.94,88.8,6.14,99,0.0108272,13.85
31/05/2015 06,996,0,0.48,84.8,7,97.1,0.0254526,13.83
31/05/2015 07,996,0,0.06,34.5,7.57,96,0.0318897,13.81
31/05/2015 08,995,0,0.96,163,8.13,98,0.0658511,13.8
31/05/2015 09,996,0,4.49,258.9,8.26,97.6,0.150323,13.78
31/05/2015 10,996,0,5.39,257.5,8.05,92.6,0.2088984,13.77
31/05/2015 11,997,0,5.39,261.1,7.95,83.3,0.1894884,13.76
31/05/2015 12,998,0,6.16,260,8.47,72.2,0.6087896,13.74
31/05/2015 13,998,0,6.67,262.1,9.43,59.8,0.7594331,13.69
31/05/2015 14,998,0,6.27,269.5,10.61,49.3,0.7613571,13.65
31/05/2015 15,999,0,6.49,277.3,9.74,51.6,0.4723522,13.65
31/05/2015 16,1000,0,6.84,260.9,10.24,46.9,0.673383,13.64
31/05/2015 17,1000,0,6.61,250.5,9.41,53,0.4927487,13.65
31/05/2015 18,1001,0,5.72,261.9,8.4,60.2,0.3101661,13.68
31/05/2015 19,1001,0,4.98,247.6,7.78,65.1,0.1778966,13.72
31/05/2015 20,1002,0,5.23,246.7,7.12,63.9,0.0751739,13.75
31/05/2015 21,1002,0,4.48,241.7,5.39,75.2,0.0093474,13.82
31/05/2015 22,1003,0,4.71,242.7,4.99,77.1,0,13.85
31/05/2015 23,1003,0,4.7,229.1,4.5,80.1,0,13.87
01/06/2015 00,1003,0,5.17,211.9,4.69,77.6,0,13.88
01/06/2015 01,1003,0,5.83,219.5,4.15,79.8,0.000222,13.89
01/06/2015 02,1003,0,6,217.6,3.99,83,0,13.92
01/06/2015 03,1003,0,6.23,213.2,4.58,79.5,0,13.91
01/06/2015 04,1003,0,5.71,215.9,4.81,77.7,0.0029843,13.9
01/06/2015 05,1003,0,5.54,209,5.01,76.4,0.0455285,13.9
01/06/2015 06,1003,0,6.04,207.1,5.46,73.8,0.1791051,13.89
01/06/2015 07,1003,0,6.37,211.6,6.17,71.3,0.3215358,13.87
01/06/2015 08,1003,0,6.14,217,7.33,66.2,0.46885,13.83
01/06/2015 09,1003,0,5.73,221.2,8.59,61.2,0.4542986,13.79
01/06/2015 10,1002,0,6.34,191.6,9.52,60.1,0.5740144,13.74
01/06/2015 11,1002,0,7.33,189.5,10.15,56.2,0.6762684,13.71
01/06/2015 12,1001,0,7.46,169.4,11.1,52.7,0.7695454,13.67
01/06/2015 13,1000,0,7.66,167.5,11.33,49.9,0.7494694,13.63
01/06/2015 14,999,0,6.28,158.2,10.21,61.2,0.3694814,13.65
01/06/2015 15,997,0,5.82,151.4,9.42,66.4,0.2455482,13.68
01/06/2015 16,995,0,5.62,145.1,9.33,69.1,0.167168,13.69
01/06/2015 17,993,0,4.82,139.6,8.2,78.7,0.0820302,13.74
01/06/2015 18,990,0,6.21,143.3,7.34,82.6,0.0421003,13.78
01/06/2015 19,987,0,6.09,142.7,6.78,86.2,0.0356878,13.81
01/06/2015 20,986,0.1,6.09,174.8,6.2,86.8,0.0157599,13.83
01/06/2015 21,986,0,5.07,199.2,5.93,75.4,0.0151926,13.86
01/06/2015 22,987,0,5.11,212.7,5.79,74.4,0,13.86
01/06/2015 23,986,0,5.27,183.6,5.68,72.4,0,13.87
02/06/2015 00,985,0,8.85,181.2,6.1,66.9,0.0000987,13.86
02/06/2015 01,983,0,9.44,181.2,6.01,67.9,0,13.86
02/06/2015 02,983,0,10.9,183,5.97,71.9,0.0000493,13.86
02/06/2015 03,982,0,10.58,185.8,6.05,73.5,0,13.86
02/06/2015 04,983,0,10.66,200.5,6.06,78.8,0.0025157,13.86
02/06/2015 05,984,0,9.85,211.9,6.26,82.5,0.0313718,13.85
02/06/2015 06,985,0,8.46,225.2,6.83,84.3,0.0504858,13.84
02/06/2015 07,986,0,8.31,227,6.84,86.9,0.2154096,13.83
02/06/2015 08,986,0,9.42,226.3,7.82,79.7,0.4800471,13.8
02/06/2015 09,987,0,8.17,225.9,7.93,79.1,0.3569278,13.78
02/06/2015 10,988,0.1,8.84,226.1,9.15,71.9,0.7019431,13.74
02/06/2015 11,988,0.2,9.82,229.4,9.97,66.5,0.8325601,13.7
02/06/2015 12,989,0.1,9.66,229.7,10.46,62.1,0.8408962,13.67
02/06/2015 13,990,0.1,9.51,225.7,10.99,58.2,0.9115813,13.64
02/06/2015 14,990,0,9.91,228.2,11.34,54.9,0.8798644,13.63
02/06/2015 15,991,0,8.9,231.6,11.84,54.2,0.7508751,13.61
02/06/2015 16,992,0,8.23,241.9,11.28,57.2,0.2958613,13.63
02/06/2015 17,993,0,8.55,241.7,11.05,57.3,0.3333743,13.65
02/06/2015 18,994,0,6.88,243.8,11.12,55.8,0.3040742,13.65
02/06/2015 19,996,0,6.06,245.9,10.04,65.4,0.0856804,13.68
02/06/2015 20,997,0,4.26,236.5,9.26,74.5,0.0280422,13.71
02/06/2015 21,999,0,4.72,241.2,8.61,83.1,0.0082622,13.73
02/06/2015 22,1000,0,5.27,235.6,8.27,85.5,0,13.76
02/06/2015 23,1001,0,5.27,240.7,8.21,84.5,0,13.77
03/06/2015 00,1002,0,4.85,234.6,8.24,86.3,0,13.78
03/06/2015 01,1003,0,4.7,237.9,8.2,86.6,0,13.78
03/06/2015 02,1004,0,4.18,239.5,8.21,85.9,0,13.78
03/06/2015 03,1006,0,4.15,246.8,7.98,84.6,0,13.78
03/06/2015 04,1007,0,4.61,245.1,7.74,82.2,0.002713,13.79
03/06/2015 05,1008,0,4.58,240.1,7.3,83.8,0.0533468,13.8
03/06/2015 06,1010,0,4.61,243.5,7.7,80.1,0.175381,13.81
03/06/2015 07,1011,0,4.39,243.5,8.51,75.1,0.3160853,13.8
03/06/2015 08,1012,0,5.31,251.7,9.52,68.1,0.4339267,13.76
03/06/2015 09,1013,0,5.25,256.5,10.02,65.4,0.5462188,13.73
03/06/2015 10,1014,0,5.64,254.4,10.58,62.8,0.5292752,13.69
03/06/2015 11,1016,0,5.35,246.9,11.16,60.6,0.7956882,13.65
03/06/2015 12,1016,0,5.08,251.2,12.04,51.4,0.6665265,13.61
03/06/2015 13,1018,0,5.09,251.4,12.07,56.1,0.702091,13.6
03/06/2015 14,1019,0,5.06,249.7,12.45,54.1,0.5490304,13.58
03/06/2015 15,1019,0,5.88,240,12.6,51,0.7054453,13.58
03/06/2015 16,1020,0,4.85,251.5,12.9,49.4,0.5795883,13.56
03/06/2015 17,1020,0,4.14,254.2,12.97,49.9,0.4142701,13.57
03/06/2015 18,1021,0,4.22,253.4,12.88,48.5,0.249075,13.59
03/06/2015 19,1021,0,4.06,243.3,12.28,52.7,0.1219602,13.62
03/06/2015 20,1022,0,3.65,247.3,11.8,55,0.069156,13.65
03/06/2015 21,1022,0,1.85,219,10.78,60.1,0.0131702,13.68
03/06/2015 22,1023,0,1.49,209,9.44,67.2,0,13.73
03/06/2015 23,1023,0,1.13,164.7,9.14,69.1,0,13.75
04/06/2015 00,1023,0,0.6,126.4,8.3,71.6,0,13.77
04/06/2015 01,1024,0,0.25,104.5,8.07,74.7,0,13.79
04/06/2015 02,1024,0,0.19,68.3,7.96,76.8,0,13.81
04/06/2015 03,1023,0,0.18,63.9,7.61,81.9,0,13.81
04/06/2015 04,1023,0,1.29,116.2,8.61,77.5,0.0034775,13.81
04/06/2015 05,1024,0,1.61,146,9.04,76.7,0.0238741,13.78
04/06/2015 06,1024,0,0.09,74.8,9.53,77.7,0.0881467,13.77
04/06/2015 07,1024,0,2.71,152.2,10.34,77.9,0.2480639,13.75
04/06/2015 08,1024,0,1.83,156,11.53,74.7,0.3171705,13.7
04/06/2015 09,1024,0,1.55,153,12.05,72.1,0.2454002,13.67
04/06/2015 10,1024,0,0.27,78.9,12.32,72.1,0.2294184,13.65
04/06/2015 11,1024,0,0.18,61.8,11.64,81.3,0.352809,13.64
04/06/2015 12,1024,0,0.95,148.1,13.21,69,0.592216,13.6
04/06/2015 13,1023,0,0.57,77.1,13.71,63.1,0.3458786,13.54
04/06/2015 14,1022,0,1.03,46.9,13.63,63.3,0.4635473,13.52
04/06/2015 15,1022,0,1.73,51.5,13.03,64.4,0.4449266,13.51
04/06/2015 16,1021,0,1.19,40.4,14.17,57.1,0.5074974,13.49
04/06/2015 17,1020,0,0.37,62.4,14.77,57.7,0.3732055,13.46
04/06/2015 18,1019,0,0.05,24.9,14.25,60.7,0.1917574,13.49
04/06/2015 19,1019,0,0.09,14,13.95,65.3,0.1058304,13.53
04/06/2015 20,1019,0,0,7.9,12.75,73.4,0.0596113,13.57
04/06/2015 21,1018,0,0.11,27.4,11.95,76.8,0.0144774,13.61
04/06/2015 22,1018,0,0.13,54.8,11.2,83.3,0,13.65
04/06/2015 23,1017,0,0.12,84,11.59,79.6,0,13.67
05/06/2015 00,1016,0,0.5,129.4,11.45,77.6,0,13.69
05/06/2015 01,1015,0,0.09,54.6,11.15,78.8,0,13.71
05/06/2015 02,1014,0,0.05,34.2,10.71,82.1,0,13.71
05/06/2015 03,1014,0,0.29,109.9,10.28,85.7,0,13.72
05/06/2015 04,1013,0,0.04,18.5,10.92,82.6,0.0020471,13.71
05/06/2015 05,1012,0,0,4.5,10.31,88.6,0.0186208,13.72
05/06/2015 06,1011,0,0,0,10.54,90.2,0.0641,13.71
05/06/2015 07,1010,0,0.01,8.1,11.8,87.1,0.1524687,13.69
05/06/2015 08,1009,0,0.9,102.8,14.63,72.1,0.2652048,13.63
05/06/2015 09,1009,0,2.93,158.8,15.75,63.6,0.3263452,13.59
05/06/2015 10,1009,0,4.35,169.1,15.11,65.8,0.1396191,13.58
05/06/2015 11,1009,0,4.04,165.1,13.77,76,0.2713213,13.59
05/06/2015 12,1009,0,3.78,186.5,14.43,69.7,0.3130517,13.58
05/06/2015 13,1009,0,4.77,191.3,14.98,64.7,0.6236861,13.56
05/06/2015 14,1009,0,5.73,208.6,14.35,65.6,0.2322053,13.55
05/06/2015 15,1009,0,5.46,191.6,13.89,68.6,0.4722289,13.57
05/06/2015 16,1009,0,4.52,233.7,12.72,73.9,0.3787055,13.59
05/06/2015 17,1008,0,5.12,231.8,14.43,51.9,0.507152,13.57
05/06/2015 18,1008,0,5.34,219.6,14.67,48.4,0.3138162,13.56
05/06/2015 19,1008,0,5.44,223.2,12.5,57.2,0.1790065,13.61
05/06/2015 20,1008,0,5.68,190.8,12.72,54,0.1158437,13.63
05/06/2015 21,1009,0,5.22,182.8,11.88,56.4,0.0145514,13.66
05/06/2015 22,1009,0,3.5,163.9,10.63,64.4,0,13.69
05/06/2015 23,1009,0,4.15,172.1,9.84,68.6,0,13.73
06/06/2015 00,1009,0,5.89,177.4,9.75,64.6,0,13.74
06/06/2015 01,1009,0,6.81,184.9,9.45,58.6,0,13.75
06/06/2015 02,1009,0,6.09,179.9,8.99,63.5,0,13.76
06/06/2015 03,1008,0,5.68,178.4,8.59,66.7,0,13.77
06/06/2015 04,1008,0,6.38,185.3,8.44,66.4,0.0041188,13.78
06/06/2015 05,1007,0,7.25,179.2,8.52,67.6,0.0498693,13.79
06/06/2015 06,1006,0,8.72,189.2,8.99,68.3,0.1674147,13.78
06/06/2015 07,1006,0,10.61,183.4,9.31,70.2,0.3479996,13.77
06/06/2015 08,1006,0,10.77,189.9,9.21,72.6,0.2630591,13.76
06/06/2015 09,1007,0,10.29,192.5,9.21,75.8,0.3267399,13.77
06/06/2015 10,1008,0,9.26,193.1,10.45,71.7,0.631406,13.73
06/06/2015 11,1008,0,8.51,201.9,11.06,68.4,0.4876681,13.69
06/06/2015 12,1009,0,8.89,219,11.29,66.7,0.5077934,13.68
06/06/2015 13,1009,0,9.87,228.1,10.73,69.4,0.6478565,13.69
06/06/2015 14,1010,0.1,10.43,229.1,10.83,69.7,0.7866616,13.68
06/06/2015 15,1010,0.6,11.07,234.3,11.37,62.2,0.7660925,13.65
06/06/2015 16,1012,0.2,9.82,235.9,11.24,61.7,0.5683912,13.64
06/06/2015 17,1013,0.2,9.72,237.7,10.38,67.9,0.2600995,13.67
06/06/2015 18,1014,0,8.36,241.2,9.94,74.5,0.195087,13.69
06/06/2015 19,1014,0,8.2,241.7,10.05,72.3,0.1364869,13.7
06/06/2015 20,1016,0,7.91,243.5,9.61,74.5,0.051645,13.71
06/06/2015 21,1016,0,6.99,237.8,9.27,77.9,0.0102353,13.73
06/06/2015 22,1018,0,7.07,245.8,9.07,78.3,0.0000987,13.74
06/06/2015 23,1019,0,6.38,247.6,8.76,77.5,0,13.75
07/06/2015 00,1020,0,5.26,246.5,8.53,78.7,0,13.77
07/06/2015 01,1021,0,6.75,243.5,8.22,80.6,0,13.78
07/06/2015 02,1021,0,7.01,246.9,8.03,80.1,0,13.79
07/06/2015 03,1022,0,6.09,245.5,7.66,79.9,0,13.8
07/06/2015 04,1023,0,5.94,243.3,7.6,79.5,0.00476,13.8
07/06/2015 05,1024,0,5.86,241.8,7.72,77.1,0.0448873,13.8
07/06/2015 06,1025,0,5.93,250.5,7.78,70.7,0.1666254,13.8
07/06/2015 07,1026,0,6.32,249.8,8.45,67.2,0.3218565,13.79
07/06/2015 08,1026,0,6.11,257.1,9.44,60.1,0.4654712,13.77
07/06/2015 09,1027,0,4.41,263.4,10.21,58.8,0.4651504,13.73
07/06/2015 10,1028,0,4.91,259.6,11.09,60.3,0.6671679,13.68
07/06/2015 11,1028,0,6.56,257,11.76,57.1,0.8339906,13.64
07/06/2015 12,1028,0,6.32,256.5,12.26,55.7,0.7870067,13.61
07/06/2015 13,1029,0,5.52,266.9,12.91,52.5,0.8144077,13.57
07/06/2015 14,1029,0,5.21,273.8,13.11,51.6,0.7540567,13.56
07/06/2015 15,1030,0,5.33,268.4,13.16,50.3,0.7491734,13.54
07/06/2015 16,1030,0,4.83,268,13.34,48.7,0.5973952,13.54
07/06/2015 17,1031,0,5.23,263,13.14,48.4,0.5367728,13.55
07/06/2015 18,1031,0,4.6,269.7,12.83,50.5,0.3849453,13.57
07/06/2015 19,1031,0,4.32,254.8,12.16,52.7,0.2153355,13.6
07/06/2015 20,1032,0,3.6,278.8,11.61,54.8,0.1086666,13.63
07/06/2015 21,1032,0,2.89,262,10.29,59.8,0.0178316,13.67
07/06/2015 22,1033,0,3.47,258.4,9.21,64.3,0,13.72
07/06/2015 23,1034,0,3.93,257.4,8.46,70.6,0,13.74
08/06/2015 00,1034,0,3.64,257.7,7.68,74.5,0,13.77
08/06/2015 01,1034,0,3.36,255.2,7.15,76,0,13.79
08/06/2015 02,1035,0,2.89,256.6,7.06,76.2,0,13.8
08/06/2015 03,1035,0,2.66,257.8,6.77,78.2,0,13.81
08/06/2015 04,1035,0,2.78,252.7,6.42,80.8,0.002343,13.82
08/06/2015 05,1035,0,2.22,256.6,6.51,80.3,0.0232329,13.82
08/06/2015 06,1035,0,1.91,262.6,6.82,79,0.0771222,13.81
08/06/2015 07,1036,0,0.96,250.2,7.41,77.2,0.1572041,13.79
08/06/2015 08,1036,0,0.66,164.6,8.76,70.1,0.4170816,13.76
08/06/2015 09,1036,0,0.82,111.2,10.12,59.1,0.5196317,13.71
08/06/2015 10,1036,0,0.66,140.2,11.34,51,0.6090363,13.64
08/06/2015 11,1036,0,0.67,188.4,11.66,48.4,0.4656438,13.6
08/06/2015 12,1036,0,0.74,174.2,12.19,43.8,0.4839191,13.57
08/06/2015 13,1036,0,1.26,205.2,12.01,46.3,0.5428892,13.57
08/06/2015 14,1036,0,0.75,173.3,13.64,40.4,0.6689682,13.51
08/06/2015 15,1035,0,0.2,49.4,13.36,42.8,0.249519,13.52
08/06/2015 16,1035,0,0.09,74.5,13.86,41.8,0.293321,13.53
08/06/2015 17,1035,0,0.18,83.7,13.56,44,0.1707936,13.54
08/06/2015 18,1035,0,0.3,20.4,13.46,46.9,0.239851,13.55
08/06/2015 19,1035,0,0.3,29.3,13.89,45.5,0.1833966,13.53
08/06/2015 20,1035,0,0.09,20.1,12.81,49.5,0.068786,13.57
08/06/2015 21,1035,0,0.01,10,12.25,54,0.0127756,13.61
08/06/2015 22,1036,0,0.03,6.6,10.97,66.6,0,13.65
08/06/2015 23,1036,0,0,0,10.09,73.2,0,13.7
09/06/2015 00,1036,0,0,2.8,9.21,77.6,0,13.73
09/06/2015 01,1036,0,0.01,15.2,8.03,85.6,0,13.77
09/06/2015 02,1036,0,0.02,47.4,7.91,87.4,0,13.78
09/06/2015 03,1036,0,0.06,46,7.19,87.8,0,13.81
09/06/2015 04,1036,0,0.02,19.7,7.15,84.2,0.0023184,13.83
09/06/2015 05,1036,0,0,0,5.97,84.2,0.022271,13.85
09/06/2015 06,1036,0,0,0,6.57,85.6,0.0818576,13.85
09/06/2015 07,1036,0,0.14,95.4,8.23,77.2,0.1918067,13.82
09/06/2015 08,1036,0,0,8.6,11.32,64.9,0.4543973,13.77
09/06/2015 09,1036,0,0.3,126,12.72,55.9,0.5982585,13.7
09/06/2015 10,1036,0,0.46,122.1,14.04,50.1,0.6938783,13.61
09/06/2015 11,1036,0,0.68,54.3,14.67,51,0.7450547,13.51
09/06/2015 12,1035,0,0.63,80.3,15.44,46.9,0.7147187,13.44
09/06/2015 13,1035,0,0.34,47.8,15.51,46.7,0.5015288,13.43
09/06/2015 14,1035,0,0.32,84.3,15.93,46.1,0.4766929,13.44
09/06/2015 15,1034,0,0.84,51.2,16.27,44.9,0.5931531,13.41
09/06/2015 16,1034,0,0.7,61.9,16.6,45,0.5870613,13.39
09/06/2015 17,1033,0,0.26,43.9,16.97,44.3,0.4548412,13.38
09/06/2015 18,1033,0,0.1,25.2,16.99,44.6,0.293617,13.41
09/06/2015 19,1033,0,0.01,10.9,17,45.6,0.1749617,13.44
09/06/2015 20,1033,0,0.3,91.5,16.1,48.2,0.0725595,13.48
09/06/2015 21,1033,0,0.48,118.5,14.95,52.8,0.0121097,13.54
09/06/2015 22,1033,0,1.92,260.9,13.74,59.2,0,13.59
09/06/2015 23,1033,0,3.13,250.5,12.63,66.2,0,13.63
10/06/2015 00,1033,0,3.45,255.1,11.88,69.5,0,13.66
10/06/2015 01,1033,0,2.85,249.5,11.23,71,0,13.69
10/06/2015 02,1032,0,1.87,214.5,10.55,72.8,0,13.71
10/06/2015 03,1032,0,0,15.8,9.14,77.4,0,13.75
10/06/2015 04,1032,0,0.02,18.5,8.31,81.8,0.0033049,13.78
10/06/2015 05,1032,0,0.01,14.2,8.23,83.3,0.0596853,13.78
10/06/2015 06,1032,0,0,0,9.22,80.9,0.1463029,13.78
10/06/2015 07,1032,0,0,0,11.9,70.4,0.3178364,13.76
10/06/2015 08,1031,0,0.88,195.9,13.35,63.1,0.4615989,13.71
10/06/2015 09,1031,0,1.69,276.3,13.87,59.6,0.5984064,13.66
10/06/2015 10,1031,0,2,268.6,15.71,50.9,0.7205393,13.58
10/06/2015 11,1031,0,1.59,254.1,17.43,45.1,0.7892514,13.5
10/06/2015 12,1030,0,1.3,251.1,18.65,41.2,0.850737,13.44
10/06/2015 13,1030,0,1.6,229,19.73,36,0.8405264,13.39
10/06/2015 14,1029,0,1.26,194.9,20.81,34.3,0.8174908,13.36
10/06/2015 15,1028,0,1.31,223.5,21.14,33.3,0.7490501,13.34
10/06/2015 16,1028,0,1.13,225.5,21.63,33.8,0.6441569,13.33
10/06/2015 17,1027,0,1.7,245.4,21.33,34.8,0.5143539,13.34
10/06/2015 18,1027,0,2.31,281.4,20.55,35.3,0.3839588,13.38
10/06/2015 19,1027,0,1.62,269.5,20.1,35.4,0.2486311,13.41
10/06/2015 20,1027,0,1.72,251.9,19.31,36.1,0.1203324,13.44
10/06/2015 21,1026,0,1.42,247,18.38,40.9,0.0202979,13.48
10/06/2015 22,1026,0,2.69,251.6,16.61,50.5,0.0000493,13.53
10/06/2015 23,1026,0,0.83,131.4,15,58.4,0,13.58
11/06/2015 00,1026,0,0.16,63.2,12.52,69.4,0,13.63
11/06/2015 01,1026,0,0,16.3,11.63,73.1,0,13.67
11/06/2015 02,1025,0,0.01,26.6,11.37,73.1,0,13.7
11/06/2015 03,1025,0,0.05,31.2,10.02,75.6,0,13.73
11/06/2015 04,1024,0,0.03,43.8,10.43,75,0.0058945,13.75
11/06/2015 05,1024,0,0.15,43,10.6,74.8,0.064026,13.75
11/06/2015 06,1023,0,0,0,11.96,68.6,0.1724954,13.74
11/06/2015 07,1023,0,0,0,13.59,61.6,0.2985497,13.71
11/06/2015 08,1023,0,0,4.2,15.21,55.4,0.4404624,13.66
11/06/2015 09,1023,0,0.06,22.8,17.45,50.6,0.5376853,13.6
11/06/2015 10,1022,0,0.45,44.3,18.4,49.2,0.7096381,13.5
11/06/2015 11,1021,0,0.9,53.4,18.92,46.9,0.7981795,13.42
11/06/2015 12,1020,0,1.43,53.7,19.52,44.3,0.8519701,13.36
11/06/2015 13,1020,0,2,49.4,18.39,45.7,0.8551024,13.35
11/06/2015 14,1019,0,1.62,42.8,19.27,38.5,0.8197106,13.33
11/06/2015 15,1019,0,1.89,43.2,19.61,35.6,0.7525029,13.33
11/06/2015 16,1018,0,2.08,42.5,19.49,37,0.6519999,13.34
11/06/2015 17,1017,0,1.5,50.6,20.15,35.2,0.5274994,13.34
11/06/2015 18,1017,0,0.91,42.6,20.59,35.3,0.3833422,13.35
11/06/2015 19,1016,0,0.48,40.2,20.13,40.6,0.211636,13.37
11/06/2015 20,1016,0,0.04,5.8,19.44,45.9,0.1053618,13.41
11/06/2015 21,1016,0,0.06,32.1,17.8,53.4,0.0195334,13.46
11/06/2015 22,1016,0,2.26,250.5,15.85,61.3,0,13.52
11/06/2015 23,1015,0,2.07,223.7,15.51,59.5,0,13.57
12/06/2015 00,1015,0,0.01,23.8,14.63,62.3,0,13.61
12/06/2015 01,1015,0,0.05,29.5,12.8,69.5,0,13.65
12/06/2015 02,1015,0,0.02,19.8,11.11,75.3,0,13.69
12/06/2015 03,1014,0,0.02,19.8,11.36,74.1,0,13.72
12/06/2015 04,1014,0,0.06,37.4,10.01,78.3,0.0054259,13.74
12/06/2015 05,1014,0,0.05,47.2,10,81.2,0.0620776,13.75
12/06/2015 06,1014,0,0.01,21.2,11.81,77.3,0.1704977,13.75
12/06/2015 07,1014,0,0,0,14.42,67.4,0.284023,13.72
12/06/2015 08,1013,0,0.01,27.4,15.8,59.4,0.4334828,13.66
12/06/2015 09,1013,0,0.1,62.9,17.28,53.2,0.5359095,13.6
12/06/2015 10,1013,0,0.78,37.5,17.94,52.2,0.6526658,13.52
12/06/2015 11,1013,0,1.25,60.6,17.92,51.7,0.8246678,13.43
12/06/2015 12,1012,0,1.44,53.9,18.38,48.8,0.8704431,13.36
12/06/2015 13,1012,0,1.69,44.5,18.01,48.5,0.8026682,13.35
12/06/2015 14,1011,0,2.09,47.9,16.17,63.5,0.815641,13.35
12/06/2015 15,1011,0,1.92,46.5,14.9,71.8,0.6484483,13.36
12/06/2015 16,1011,0,1.64,51.3,13.68,76.9,0.3787055,13.41
12/06/2015 17,1011,0,1.53,43.5,12.42,84.6,0.2534158,13.48
12/06/2015 18,1011,0,1.29,52.1,12.12,88.4,0.160213,13.51
12/06/2015 19,1011,0,2.05,47,10.81,96.8,0.0573669,13.57
12/06/2015 20,1011,0,2.3,50.9,10.12,99.3,0.0152173,13.62
12/06/2015 21,1011,0,2.66,46.2,9.73,99.5,0.0026636,13.66
12/06/2015 22,1011,0,2.64,47.2,9.49,99.6,0,13.69
12/06/2015 23,1011,0,2.46,47.9,9.35,99.6,0,13.7
13/06/2015 00,1011,0,1.92,51.6,9.43,99.5,0,13.71
13/06/2015 01,1011,0,1.9,53.5,9.42,99.5,0,13.72
13/06/2015 02,1010,0,1.56,54.5,9.33,99.6,0,13.72
13/06/2015 03,1010,0,1.48,57.3,9.05,99.7,0,13.74
13/06/2015 04,1010,0,0.94,59.2,9.01,99.7,0.0028116,13.75
13/06/2015 05,1010,0,0.85,51.2,9.16,99.8,0.0302372,13.75
13/06/2015 06,1010,0,1.49,46.7,9.22,99.7,0.0425689,13.74
13/06/2015 07,1010,0,0.89,58,9.49,99.6,0.1160656,13.73
13/06/2015 08,1010,0,0.81,57.9,10.44,91.2,0.2549696,13.69
13/06/2015 09,1010,0,1.95,46.1,10.14,95.6,0.0998619,13.68
13/06/2015 10,1010,0,2.39,43.5,9.87,99.3,0.155601,13.68
13/06/2015 11,1010,0,2.27,47.8,10.26,97.1,0.1982192,13.66
13/06/2015 12,1010,0,2.51,44.6,9.92,99.1,0.1359936,13.67
13/06/2015 13,1010,0,3.03,43.2,9.54,99.3,0.1177427,13.68
13/06/2015 14,1010,0,2.7,48.4,8.89,99.5,0.1001824,13.69
13/06/2015 15,1011,0,3.09,45,8.68,99.3,0.0738667,13.71
13/06/2015 16,1011,0,2.59,47.8,8.4,98.7,0.0532235,13.72
13/06/2015 17,1011,0,1.34,54.2,8.17,99.2,0.0692053,13.74
13/06/2015 18,1011,0,1.5,65.8,8.37,96.8,0.071573,13.74
13/06/2015 19,1011,0,1.24,61.9,8.53,92.5,0.0416564,13.74
13/06/2015 20,1012,0,0.77,54.4,8.65,90.7,0.0286341,13.74
13/06/2015 21,1012,0,0.61,46.3,8.54,93.2,0.0056726,13.74
13/06/2015 22,1012,0,0.87,62.8,8.46,92.5,0,13.75
13/06/2015 23,1013,0,1.21,56.7,8.37,95.4,0,13.75
14/06/2015 00,1013,0,1.69,58.1,7.7,99.6,0,13.77
14/06/2015 01,1013,0,2.16,59.1,7.38,99.8,0,13.78
14/06/2015 02,1013,0,1.86,60.9,7,99.9,0,13.79
14/06/2015 03,1013,0,1.71,56.7,6.61,99.9,0,13.8
14/06/2015 04,1013,0,1.51,62.8,6.59,99.5,0.0009865,13.82
14/06/2015 05,1014,0,1.7,57.2,6.29,99.3,0.004834,13.82
14/06/2015 06,1014,0,1.3,54.9,6.39,98.6,0.0139348,13.83
14/06/2015 07,1015,0,1.74,50.8,5.9,99.5,0.0403985,13.83
14/06/2015 08,1015,0,2.18,48.6,6.02,99.4,0.113328,13.83
14/06/2015 09,1016,0,2.27,50.8,6.32,96,0.1919547,13.81
14/06/2015 10,1016,0,1.72,61.4,7.18,82.8,0.3180829,13.77
14/06/2015 11,1017,0,1.41,55.8,8.04,71.5,0.3393922,13.72
14/06/2015 12,1017,0,1.53,48.6,8.48,68.4,0.4893205,13.68
14/06/2015 13,1017,0,0.83,50.5,9.78,61.7,0.5892069,13.6
14/06/2015 14,1017,0,0.48,80,10.97,57.5,0.6037831,13.54
14/06/2015 15,1017,0,0.16,66.9,11.54,54.7,0.451487,13.52
14/06/2015 16,1017,0,0.22,82.9,13.02,51.4,0.6498295,13.48
14/06/2015 17,1017,0,0.42,117.7,13.02,50.1,0.5256989,13.46
14/06/2015 18,1017,0,0.23,100.3,12.62,50.2,0.2584224,13.51
14/06/2015 19,1017,0,0.8,147.2,12.56,51.8,0.2768705,13.53
14/06/2015 20,1018,0,0.79,157.6,12.02,55.6,0.1364622,13.57
14/06/2015 21,1018,0,2,159.2,10.23,65.5,0.0160558,13.63
14/06/2015 22,1018,0,3.56,161.1,9.08,70.8,0.0001233,13.69
14/06/2015 23,1019,0,2.77,153.3,8.4,72.7,0,13.74
