date-time,atmospheric pressure (mBar),rainfall (mm),wind speed (m/s),wind direction (degrees),surface temperature (C),relative humidity (%),solar flux (Kw/m2),battery (V)
05/02/2015 02,61560,0,196.02,15241,156.79,4496.9,0,835.2
05/02/2015 03,61560,0,205.22,15182.5,174.91,4387.7,0,834.94
05/02/2015 04,61560,0,213.73,15398.4,178.28,4348.8,0,834.6
05/02/2015 05,61560,0,210.44,15063.6,182.78,4422.2,0,835.1
05/02/2015 06,61595,0,145.65,16038.6,170.81,4492.6,0,835.8
05/02/2015 07,61620,0,223.34,15295.9,151.75,4710.3,0.0118384,836.4
05/02/2015 08,61620,0,217.27,15242.8,168.65,4938.9,1.5049566,836.43
05/02/2015 09,61655,0,193.61,15279.5,222.64,4753,6.8736682,835.57
05/02/2015 10,61686,0,96.01,15649,295.67,4444.2,13.254568,832.14
05/02/2015 11,61740,0,47.42,15813.2,325.89,4288.1,12.64637,828.24
05/02/2015 12,61740,0,31.3,12736.7,343.7,4294,12.28382,827.3
05/02/2015 13,61740,0,2.6,3317.1,366.6,4228,7.76895,826.27
05/02/2015 14,61740,0,2.92,4374.9,381.92,4188.4,10.7063554,824.87
05/02/2015 15,61749,0,5.86,2782.1,389.56,4160,4.4468,824.54
05/02/2015 16,61800,0,0.73,1348.6,368.74,4169,0.3092782,825.88
05/02/2015 17,61832,0,0.02,45.8,345.85,4275,0,827.42
05/02/2015 18,61860,0,0,0,328.2,4353.9,0,828.5
05/02/2015 19,61917,0,0,0,308.51,4451.3,0,829.51
05/02/2015 20,61920,0,0.06,64.3,298.87,4533.4,0,830.64
05/02/2015 21,61920,0,0.27,1135.3,283.77,4579.3,0,832.57
05/02/2015 22,61925,0,1.75,2993.4,237.09,4759.5,0,833.15
05/02/2015 23,61976,0,0,0,220.92,4922.9,0,833.43
06/02/2015 00,61980,0,0,0,208.21,5014.5,0,833.4
06/02/2015 01,61980,0,0.88,1747,196.92,5091.8,0,833.4
06/02/2015 02,61980,0,1.08,936.5,199.02,5133.2,0,833.4
06/02/2015 03,61987,0,0.38,1545.8,206.17,5087.4,0,833.4
06/02/2015 04,61981,0,3.96,4744.3,203.22,5089.4,0,833.4
06/02/2015 05,61980,0,1.58,1762.9,214.71,5018.5,0,833.11
06/02/2015 06,61980,0,0.27,1289.3,195.18,5033.7,0,833.29
06/02/2015 07,62034,0,1.33,1439,180.57,5086.1,0.014798,833.44
06/02/2015 08,62040,0,0.54,953.8,193.03,5031.9,1.2445118,833.59
06/02/2015 09,62055,0,0.92,2852.5,230.8,4754.3,4.3920452,833.82
06/02/2015 10,62100,0,62.9,9284,297.14,4431.1,13.634878,831.79
06/02/2015 11,62095,0,88.61,10763.9,335.79,4108.8,14.4709646,828.18
06/02/2015 12,62040,0,75.73,13270.8,363.76,3997.9,17.782758,825.69
06/02/2015 13,62040,0,82.36,14213.5,376.35,3873.6,16.409499,823.47
06/02/2015 14,62040,0,79.71,14677.5,376.01,3926.1,12.461394,822.84
06/02/2015 15,62040,0,92.13,12844.8,343.94,4116.9,6.9402626,824.1
06/02/2015 16,62040,0,16.17,7798.1,283.48,4333,1.4398454,827.19
06/02/2015 17,62057,0,28.96,9234.5,218.98,4622.1,0.0029596,831.25
06/02/2015 18,62100,0,98,14871.8,173.22,5037.9,0,833.93
06/02/2015 19,62100,0,121.44,14062.2,138.48,5358.8,0,835.71
06/02/2015 20,62100,0,4.48,3031.2,112.89,5515.2,0,837.49
06/02/2015 21,62100,0,0.33,749.2,112.4,5552.6,0,838.91
06/02/2015 22,62147,0,0.23,418.5,71.25,5560.1,0,840.12
06/02/2015 23,62160,0,11.05,4385.7,53.31,5650.7,0,840.6
07/02/2015 00,62127,0,36.55,7985.6,21.01,5689.1,0,841.1
07/02/2015 01,62150,0,9.8,6090.5,16.39,5725.1,0,841.24
07/02/2015 02,62159,0,46.73,13431.7,19.45,5814,0,841.44
07/02/2015 03,62208,0,6.88,4943.8,11.47,5908,0,841.28
07/02/2015 04,62220,0,0.04,329.9,-20.2,5928.8,0,842.21
07/02/2015 05,62220,0,2.27,3007.2,-30.01,5928.9,0,842.62
07/02/2015 06,62187,0,7.07,4493.4,-40.24,5929.3,0,843.22
07/02/2015 07,62203,0,4.9,2677.4,-36.76,5928.6,0.0236768,843.44
07/02/2015 08,62220,0,11.42,4932.8,-11.35,5927.9,1.760962,843.54
07/02/2015 09,62222,0,209.52,14779.1,198.01,5078.4,8.900997,840.97
07/02/2015 10,62241,0,84.19,14617,312.83,4179.4,13.121385,835.05
07/02/2015 11,62280,0,170.77,14441.9,329.52,4210.7,13.845008,831.38
07/02/2015 12,62241,0,210.13,15042.2,333.17,4301.6,13.704425,830.2
07/02/2015 13,62235,0,206.65,15968.6,371.86,4244.3,14.398458,828.12
07/02/2015 14,62274,0,190.86,16126.5,407.83,4131.7,12.526506,826.47
07/02/2015 15,62280,0,179.28,15050.6,394.23,4302.5,5.9917082,826.76
07/02/2015 16,62280,0,77.28,14125.2,369.56,4366.6,1.132047,828.05
07/02/2015 17,62317,0,63.92,12247.2,348.31,4424.2,0.0236768,829.51
07/02/2015 18,62340,0,8.9,4852.9,319.71,4583.6,0,831.09
07/02/2015 19,62340,0,55.07,16188.5,332.13,4444.4,0,832.04
07/02/2015 20,62340,0,86.07,16723.2,329.16,4129.8,0,832.27
07/02/2015 21,62340,0,64.61,15631.3,296.98,4134.6,0,832.93
07/02/2015 22,62340,0,69.98,15201.8,299.11,4124.1,0,833.4
07/02/2015 23,62340,0,86.4,14420.5,322.75,4004,0,833.4
08/02/2015 00,62340,0,36.52,9728,243.62,4174.7,0,833.97
08/02/2015 01,62340,0,8.83,3159,107.03,4596.3,0,836.59
08/02/2015 02,62336,0,38.15,7743.5,61.76,4895.6,0,838.79
08/02/2015 03,62335,0,42.23,11308,146.17,4604.5,0,838.75
08/02/2015 04,62282,0,107.23,15460.5,174.87,4516.5,0,838.72
08/02/2015 05,62280,0,42.86,12014.4,191.38,4429.1,0,838.2
08/02/2015 06,62279,0,22.57,7308.7,156.52,4547.6,0,838.4
08/02/2015 07,62239,0,92.5,13523.5,187.11,4599.8,0.0103586,838.63
08/02/2015 08,62220,0,258.09,15095.9,244.63,4509.3,2.5319374,836.91
08/02/2015 09,62220,0,174.36,15185.5,301.22,4301.4,9.432245,834.98
08/02/2015 10,62205,0,174.84,15630.9,368.19,3574.3,13.985591,831.54
08/02/2015 11,62160,0.2,405.99,15184.8,335.15,3752.8,16.004036,829.05
08/02/2015 12,62134,0.2,397.13,15425,347.54,4314,18.534499,827.64
08/02/2015 13,62100,0,367.38,15560.5,388.32,4471.9,17.252988,825.93
08/02/2015 14,62100,0,396.05,15149.4,395.59,4619.3,13.512053,825.6
08/02/2015 15,62052,0,342.24,15331.9,411.63,4669.8,7.8710544,825.6
08/02/2015 16,62040,0,358.05,15242.9,380.25,4943,1.6514568,827.01
08/02/2015 17,62040,0,352.08,14938,355.27,5162.6,0.0251566,829.02
08/02/2015 18,62040,0,326.18,14660.8,343.67,5304.5,0,830.17
08/02/2015 19,62040,0,311.13,14733.9,341.19,5361.3,0,830.84
08/02/2015 20,62040,0,346.76,14808.2,334.65,5325.9,0,831.19
08/02/2015 21,62040,0,314.54,14805.5,321.87,5282.1,0,831.64
08/02/2015 22,62040,0.4,391.69,15031.2,317.16,5258.1,0,831.72
08/02/2015 23,62025,0,404.79,15085.9,310.99,5297.4,0,832.15
09/02/2015 00,61964,0.8,382.38,15285.1,307.09,5240.1,0,832.2
09/02/2015 01,61920,2.8,502.74,15188.1,308.15,5288.5,0,832.2
09/02/2015 02,61920,0.2,388.91,15206.2,305.48,5455.9,0,832.2
09/02/2015 03,61884,0,389.75,15029.1,296,5652.2,0,832.2
09/02/2015 04,61860,0,383.31,15382.4,292.6,5661.1,0,832.3
09/02/2015 05,61860,0,428.58,15077.4,296.76,5542.1,0,832.56
09/02/2015 06,61871,0,413.54,15018.1,313.05,5372.4,0,832.21
09/02/2015 07,61905,0,360.14,14854.3,306.22,5375.9,0.0325556,832.72
09/02/2015 08,61891,0,365.3,14925.2,325.42,5111.5,2.6739986,832.51
09/02/2015 09,61916,0,256.44,14463,361.97,4939.8,8.5591642,831.63
09/02/2015 10,61920,0,330.82,14281,395.53,4863.1,14.519798,829.16
09/02/2015 11,61915,0,319.14,15027.6,430.73,4708.5,18.134946,826.45
09/02/2015 12,61873,0,304.95,15458.7,475.02,4456.8,19.377973,824.13
09/02/2015 13,61859,0,339.22,15326.5,483.18,4440.9,18.06836,822.91
09/02/2015 14,61809,0,343.63,15244.2,479.38,4471.7,14.299308,822.61
09/02/2015 15,61811,0,333.44,14861,465.54,4551.3,8.6923454,823.23
09/02/2015 16,61860,0,343.41,14896.1,428.68,4733.4,2.404675,824.92
09/02/2015 17,61842,0.4,361.38,15145.2,388.73,4985.7,0.0310758,827.68
09/02/2015 18,61860,0,273.65,14822.5,364.17,5130.7,0,829.2
09/02/2015 19,61860,0,197.86,13555.1,330.05,5216.5,0,830.62
09/02/2015 20,61860,0,270.23,13484.9,317.52,5276.6,0,831.54
09/02/2015 21,61848,0,209.59,13836.3,313.35,5314.6,0,832.09
09/02/2015 22,61844,0,259.42,13779.3,310.15,5312,0,832.42
09/02/2015 23,61801,0,291.11,14292.9,314.68,5301,0,832.1
10/02/2015 00,61800,0,300.23,14524.4,308.22,5389.1,0,831.6
10/02/2015 01,61800,0,270.09,14644.3,300.42,5447.3,0,831.09
10/02/2015 02,61800,0,224.86,14827,294.24,5509.1,0,831
10/02/2015 03,61800,0,220.61,14366.7,284.91,5576.1,0,831
10/02/2015 04,61800,0,255.34,14118.4,266.93,5575.1,0,831.4
10/02/2015 05,61790,0,253.36,14299.3,262.67,5511.8,0,831.92
10/02/2015 06,61758,0,230.67,14356,273.19,5397.5,0,832.02
10/02/2015 07,61787,0,218.61,13999.5,279.53,5323.5,0.0503132,831.63
10/02/2015 08,61800,0,257.78,14651.8,277.86,5348.2,0.8227688,831.6
10/02/2015 09,61799,0,253.21,14361.1,276.42,5340.2,2.5852106,831.59
10/02/2015 10,61788,0,261.7,14076.9,273.58,5335.1,4.3994454,831.18
10/02/2015 11,61744,0,236.75,14338.3,282.34,5283,4.7294408,831
10/02/2015 12,61740,0,276.59,14281.9,285.85,5219.8,4.9972844,830.92
10/02/2015 13,61715,0,285.79,14046.1,278.28,5195.3,4.846345,830.91
10/02/2015 14,61680,0,239.59,14139.9,266.47,5152.8,4.3905666,830.97
10/02/2015 15,61631,0,211.13,13962.3,250.62,5209.5,2.9714384,831.08
10/02/2015 16,61620,0,232.78,13809,224.91,5264.7,1.0772944,831.81
10/02/2015 17,61620,0,194.03,14279.6,201.83,5296.9,0.0384748,832.48
10/02/2015 18,61620,0,181.98,13944.5,188.26,5281.4,0,833.32
10/02/2015 19,61607,0,138.8,14260.3,175.88,5278.4,0,833.53
10/02/2015 20,61560,0,163.67,15673.8,150.84,5301,0,834.29
10/02/2015 21,61560,0,168.09,14696.5,138.95,5340,0,834.74
10/02/2015 22,61522,0,201.78,13102.6,109.75,5375.4,0,835.28
10/02/2015 23,61500,0,180.09,14907.5,87.96,5426.9,0,835.98
11/02/2015 00,61479,0,147.11,13980.8,102.01,5464.2,0,836.11
11/02/2015 01,61440,0,164.96,13396.5,113.29,5457.8,0,835.81
11/02/2015 02,61386,0,41.11,12963.9,111.86,5460.7,0,836.27
11/02/2015 03,61377,0,80.4,12260.9,97.84,5518.4,0,836.4
11/02/2015 04,61320,0,152.21,14230.4,85.84,5590.9,0,836.4
11/02/2015 05,61320,0,177.19,13799.6,92.38,5570.8,0,836.42
11/02/2015 06,61312,0,213.36,13784,106.39,5559.2,0,836.4
11/02/2015 07,61267,0,189.46,13603.3,115.9,5521.5,0.0251566,836.26
11/02/2015 08,61260,0,199.55,13794.8,119.45,5511.8,0.584521,835.93
11/02/2015 09,61260,0,186.9,13776.9,128.63,5491.2,1.6322194,835.8
11/02/2015 10,61240,0,160.75,13233.5,169.7,5255.1,5.2384928,835.12
11/02/2015 11,61200,0,282.23,13412.6,217.8,4913.1,5.103831,833.65
11/02/2015 12,61152,0,240.56,13447.6,210.29,5055.1,3.1475346,833.42
11/02/2015 13,61126,0,183.01,13552.8,219.44,5053.1,3.4198178,833.13
11/02/2015 14,61080,0,257.82,13808.2,228.51,4918.5,1.7890782,832.8
11/02/2015 15,61080,0,219.75,13075.5,233.53,4971.9,1.3199816,832.8
11/02/2015 16,61020,0,240.48,12480.1,247.99,4822.9,0.6052382,832.77
11/02/2015 17,61020,0,191.8,12065.5,272.74,4414.3,0.0281162,832.28
11/02/2015 18,61020,0,256.92,12935.1,283.28,4333.9,0,832.08
11/02/2015 19,61067,0,186.05,14431.1,272.99,4433.2,0,831.8
11/02/2015 20,61080,0,237.09,13180,265.26,4506.1,0,832.11
11/02/2015 21,61080,0,197.92,12629.5,279.27,4397.8,0,831.75
11/02/2015 22,61080,0,166.01,12844.6,267.42,4421.9,0,831.64
11/02/2015 23,61078,0,99.63,14643.9,285.53,4210.2,0,831.8
12/02/2015 00,61080,0,126,13925.8,278.36,4201.1,0,831.83
12/02/2015 01,61024,0,58.92,14322.4,268.2,4239,0,832.16
12/02/2015 02,61025,0,19.25,7569.7,234.61,4430.8,0,832.51
12/02/2015 03,61020,0,4,3591.9,206.33,4642.3,0,832.95
12/02/2015 04,61020,0,13.21,4944.7,185.31,4662,0,834.48
12/02/2015 05,61012,0,19.92,5687.6,143.42,4638.3,0,836.64
12/02/2015 06,61020,0,0.56,829.2,133.6,4653.2,0,838.42
12/02/2015 07,60996,0,5.02,3590,146.45,4624,0.088788,839.39
12/02/2015 08,61020,0,1.84,2161.5,179.6,4470.6,3.1860088,839.4
12/02/2015 09,61004,0,1.25,1412.9,223.18,4482.1,9.297582,838.32
12/02/2015 10,60960,0,0.71,2138.6,306.44,4280.1,14.512399,833.37
12/02/2015 11,60925,0,3.82,3164.6,403.85,3945,17.048775,827.43
12/02/2015 12,60900,0,99.86,8944.4,432.68,3739.7,9.799231,825.62
12/02/2015 13,60846,0,133.55,11196.1,378.35,3957.8,7.251017,826.4
12/02/2015 14,60805,0,89.11,10066.3,353.53,4209.3,5.478216,827.26
12/02/2015 15,60758,0,191.19,9842.6,334.62,4239.2,3.2910752,827.89
12/02/2015 16,60735,0,164.95,10308.6,302.99,4292.3,0.7265818,829.13
12/02/2015 17,60720,0,179.97,9673.3,274.59,4469.5,0.0162778,830.2
12/02/2015 18,60677,0,160.03,9173.5,237.18,4781.7,0,831.36
12/02/2015 19,60633,0,167.23,8934.2,218.84,4964.3,0,832.13
12/02/2015 20,60600,0,141.36,8891.2,213.45,5108.1,0,832.96
12/02/2015 21,60541,0,170.32,8991.1,204.39,5279.3,0,833.8
12/02/2015 22,60492,0,169.11,8717.7,214.08,5116.8,0,834.03
12/02/2015 23,60436,0,200.75,8328.9,219.83,4846.7,0,833.77
13/02/2015 00,60361,0,225.63,8272.6,206.36,4728.1,0,833.74
13/02/2015 01,60312,0,212.9,8252.1,196.3,4650.6,0,834
13/02/2015 02,60254,0,216.27,8270.7,181.33,4657.2,0,834
13/02/2015 03,60194,0,141.78,7919,170.75,4571,0,834.19
13/02/2015 04,60146,0,76.71,7250.2,169.45,4572.3,0,834.6
13/02/2015 05,60072,0,129.98,7933.5,174.25,4595.4,0,834.6
13/02/2015 06,59960,0.2,292.4,8272.1,164.06,4700.1,0,834.95
13/02/2015 07,59963,0,167.13,8058.3,171.23,4723.7,0.162778,835.21
13/02/2015 08,59940,0,198.17,8256.3,180.35,4796.6,3.1874892,835.07
13/02/2015 09,59933,0,176.4,7799.4,187.73,4865,6.3468618,834.33
13/02/2015 10,59880,0,146.62,7799.4,207.92,4871.1,12.56942,832.99
13/02/2015 11,59880,0,139.96,7780.3,225.6,4852.6,11.136974,831.31
13/02/2015 12,59877,0,135.03,7932.2,233.61,5012.1,10.555417,830.8
13/02/2015 13,59820,0,138.38,7855.4,268.45,4947.3,12.236465,829.28
13/02/2015 14,59820,0,121.98,7497.9,285.55,4914,7.246582,829.22
13/02/2015 15,59820,0,61.11,6624.9,309.9,4889.6,2.8130998,829.2
13/02/2015 16,59840,0,55.21,4835,317.76,4943.2,0.8982386,829.32
13/02/2015 17,59880,0,70,2540.8,290.35,5161.6,0.0207172,829.85
13/02/2015 18,59923,0,66.51,3199.8,282.26,5446.8,0,830.37
13/02/2015 19,59940,0,46.05,3084.4,275.86,5672.2,0,830.66
13/02/2015 20,59989,0,21.5,2312.1,279.9,5793.8,0,830.97
13/02/2015 21,60000,0,22.77,2273.8,279.56,5899.2,0,831
13/02/2015 22,60055,0,43.02,2515.1,280.55,5942.4,0,831
13/02/2015 23,60076,0,71.34,3091.1,284.88,5949.4,0,830.98
14/02/2015 00,60120,0,61.4,3504.7,286.01,5958,0,830.67
14/02/2015 01,60143,0,45.71,3278.1,287.48,5963,0,830.4
14/02/2015 02,60180,0,47.67,2475.4,285.4,5968.7,0,830.4
14/02/2015 03,60225,0,22.86,2499.5,281.66,5970.1,0,830.38
14/02/2015 04,60240,0,21.88,2103.4,279.7,5975.4,0,830.38
14/02/2015 05,60261,0,65.51,2852.8,277.8,5980.9,0,830.38
14/02/2015 06,60295,0,69.67,2756,275.47,5982,0,830.41
14/02/2015 07,60339,0.6,48.13,2889.8,279.19,5987.2,0.0177576,830.83
14/02/2015 08,60360,0,40.59,2894.8,286.82,5992.8,0.421743,830.78
14/02/2015 09,60382,0.4,22.57,2375.3,294.62,5997,2.2182202,830.37
14/02/2015 10,60420,0,0.75,427.3,308.29,6000,3.440535,829.62
14/02/2015 11,60420,0,0,0,337.5,6000,5.4589794,828.64
14/02/2015 12,60420,0,0.67,594.1,354.99,6000,4.5696232,827.84
14/02/2015 13,60420,0,10.69,1897.6,352.42,6000,4.0117378,827.38
14/02/2015 14,60429,0,4.5,2683.8,348,6000,5.3568774,827.02
14/02/2015 15,60480,0,8.82,2528.5,399.63,5940.1,3.4286966,826.3
14/02/2015 16,60480,0,22.23,2055.2,371.24,5854.6,1.4235676,826.87
14/02/2015 17,60534,0,24.57,3245,360.8,5950,0.059192,827.95
14/02/2015 18,60572,0,19.28,3927.9,360.7,5895.1,0,828.28
14/02/2015 19,60600,0,16.82,3349,341.78,5914.9,0,829.17
14/02/2015 20,60657,0,10.5,3490.1,343.34,5665.5,0,829.26
14/02/2015 21,60660,0,0,0,304.82,5796.9,0,830.85
14/02/2015 22,60665,0,3.38,3095,291.45,5934.8,0,831
14/02/2015 23,60717,0,0.38,155.6,291.05,5939.6,0,830.71
15/02/2015 00,60720,0,0.27,454.2,297.95,5942.5,0,830.64
15/02/2015 01,60720,0,6.48,3092.2,325.64,5954.6,0,830.1
15/02/2015 02,60720,0,5.27,3741.7,327.86,5958,0,829.78
15/02/2015 03,60720,0,1.96,1479.8,321.64,5958,0,830
15/02/2015 04,60720,0,5.44,1863.6,301.24,5952.9,0,831.04
15/02/2015 05,60750,0,0.85,608.4,261.33,5949.6,0,832.57
15/02/2015 06,60780,0,5.9,4817.4,276.35,5802.3,0,832.94
15/02/2015 07,60780,0,7.54,2259.4,272.7,5619.9,0.1450204,833.52
15/02/2015 08,60795,0,6.52,1753.5,251.9,5544.5,2.243377,834.95
15/02/2015 09,60828,0,10.65,4136,292.04,5286.8,6.9180648,834.59
15/02/2015 10,60840,0,167.3,9700.6,380.88,4623.6,14.334825,830.65
15/02/2015 11,60786,0,137.28,8598.2,446.35,4234.8,16.837168,826.64
15/02/2015 12,60738,0,165.51,8662.5,524.69,3909.7,19.845595,822.76
15/02/2015 13,60660,0,182.32,9066.3,574.82,3682.5,18.17786,820.53
15/02/2015 14,60660,0,197.71,9483.8,614.54,3450.5,15.867895,818.91
15/02/2015 15,60660,0,137.9,9097.4,586.04,3701.1,7.5085068,820.2
15/02/2015 16,60614,0,121.88,8455.3,551.62,3875.7,2.7553876,821.93
15/02/2015 17,60617,0,115.84,8538.8,493.3,4163.8,0.0947072,824.48
15/02/2015 18,60600,0,43.65,7781,430.16,4515.9,0,826.89
15/02/2015 19,60600,0,54.21,8435.1,396.62,4593.6,0,828.45
15/02/2015 20,60600,0,98.92,9731.1,394.2,4660.7,0,828.52
15/02/2015 21,60545,0,137.23,9708.9,389.08,4693.4,0,828.31
15/02/2015 22,60540,0,141.06,9459.1,373.62,4796.3,0,828.55
15/02/2015 23,60508,0.6,79.51,9609.3,362.44,4890.3,0,828.88
16/02/2015 00,60462,2,86.98,8751,324.51,5317.1,0,830.18
16/02/2015 01,60411,1.6,234.94,9138.2,305.43,5257.1,0,831.16
16/02/2015 02,60341,1.2,374.94,9372,262.89,5296.7,0,832.2
16/02/2015 03,60300,0.8,382.16,9457.8,239.93,5348.8,0,833.15
16/02/2015 04,60300,0.4,337.24,9565.8,255.83,5426.2,0,833.41
16/02/2015 05,60300,0,358.35,10022.1,278.56,5160.2,0,833.34
16/02/2015 06,60319,0,291.18,10484.9,275.4,5236.9,0,832.5
16/02/2015 07,60360,0,189.73,12916.4,299.53,5246.6,0.0562324,832.11
16/02/2015 08,60401,0,198.63,14290.1,307.31,5246.8,0.9929458,831.6
16/02/2015 09,60430,0,206.03,14624.6,312.88,5179.4,6.5199976,831.35
16/02/2015 10,60476,0,272.92,14230.8,319.39,5002.6,10.946081,830.76
16/02/2015 11,60480,0,349.69,14810.8,340.83,4823.4,13.205736,829.65
16/02/2015 12,60529,0,316.24,14907.3,381.26,4463.5,19.617705,828.01
16/02/2015 13,60557,0,311.84,14922.6,379.53,4459.3,15.716955,826.17
16/02/2015 14,60617,0,282.69,15217.1,342.6,4787.6,12.2912168,826.78
16/02/2015 15,60691,0,210.07,15644.1,298.58,4978,6.0331448,828.41
16/02/2015 16,60758,0,183.82,15778.6,294.68,4797.9,1.9340986,830.51
16/02/2015 17,60858,0,175.55,15816.6,265.94,4313.9,0.1420608,831.72
16/02/2015 18,60942,0,158,15303.1,222.09,4540.1,0,833.69
16/02/2015 19,61026,0,141.63,15840.2,184.39,4593.8,0,835.31
16/02/2015 20,61091,0,167.19,15540.9,156.28,4441.6,0,836.6
16/02/2015 21,61148,0,215.61,15172.2,137.36,4538.8,0,837.23
16/02/2015 22,61210,0,254.44,14552.1,112.88,4645.7,0,838.03
16/02/2015 23,61268,0,285.96,14423.4,114.29,4543.3,0,838.2
17/02/2015 00,61320,0,287.36,13849.5,99.93,4711.1,0,838.63
17/02/2015 01,61367,0,333.05,14118.1,111.06,4714.4,0,838.75
17/02/2015 02,61380,0,316.09,13567,137.61,4603.1,0,838.23
17/02/2015 03,61380,0,351.14,13149.8,164.31,4620.3,0,837.53
17/02/2015 04,61380,0,420.58,13193.9,171.42,4612.9,0,837
17/02/2015 05,61385,0,510.57,13491.1,171.4,4688.1,0,836.47
17/02/2015 06,61444,0,453.02,13223.7,177.19,4860.6,0,836.4
17/02/2015 07,61491,0,473.88,12891.5,186.75,4943,0.3507126,835.94
17/02/2015 08,61550,0.2,478.65,13655.6,216.44,4824.8,4.8507854,835.63
17/02/2015 09,61612,0,488.38,13316.5,251.13,4726.9,11.801403,834.31
17/02/2015 10,61650,0,441.23,13521.8,297.46,4671.7,16.499769,831.86
17/02/2015 11,61718,0,448.61,13421.8,339.09,4600.7,20.280661,829.47
17/02/2015 12,61740,1.6,461.06,13796.7,380.91,4432.8,19.416457,827.38
17/02/2015 13,61738,0.6,464.88,14169.5,396.1,4475.6,21.625795,826.74
17/02/2015 14,61739,0,448.12,13909.5,421.48,4307.9,19.45493,825.01
17/02/2015 15,61730,0.2,433.66,14252.8,410.6,4345.5,9.7430052,825.81
17/02/2015 16,61740,0,404.02,14618.7,385.82,4451.8,2.7716654,827.09
17/02/2015 17,61740,0,379.11,14601.2,378.65,4371.6,0.1524194,828.16
17/02/2015 18,61763,0,376.78,14005.7,371.6,4466.5,0,828.63
17/02/2015 19,61798,0,237.01,12353.2,364.81,4652.7,0,829.15
17/02/2015 20,61759,0.2,409.69,13115.3,385.98,4599.3,0,829.2
17/02/2015 21,61714,3.8,533.49,13531.6,411.87,4526.1,0,828.73
17/02/2015 22,61709,0,479.93,11101.2,419.4,4530.7,0,828.04
17/02/2015 23,61676,0,500.72,10674.1,406.02,4638.4,0,828
18/02/2015 00,61638,0,432.11,10837.7,412.39,4670.5,0,828
18/02/2015 01,61633,0,164.27,12140.2,437.71,4808.9,0,827.78
18/02/2015 02,61584,0,371.19,11882.5,451.92,4905.7,0,827.4
18/02/2015 03,61560,0,298.07,12359.6,473.8,4938.4,0,826.9
18/02/2015 04,61550,0,248.11,12313.1,488.37,4928.5,0,826.22
18/02/2015 05,61500,0,339.58,11665.8,501.25,4919.6,0,826.21
18/02/2015 06,61500,0,78.3,9580.9,523.65,5073.6,0,825.6
18/02/2015 07,61499,0,117.73,11673.7,565.71,5211.6,0.1568588,825.11
18/02/2015 08,61478,0,317.83,11444.9,609.83,5093.9,3.5529996,823.81
18/02/2015 09,61431,0,344.53,11067.5,588.62,5123.9,6.2610316,823.18
18/02/2015 10,61415,0,202.54,11527.5,594.59,5040.5,3.1978478,822.99
18/02/2015 11,61364,0,407.51,10445.4,600.34,5035,10.6116444,822.29
18/02/2015 12,61364,0,330.66,11666.8,660.96,4659.8,17.680646,820.7
18/02/2015 13,61319,0,342.74,11141,650.79,4707.9,18.704669,819.1
18/02/2015 14,61221,0.4,551.39,10728,637.3,4754.1,17.719126,818.77
18/02/2015 15,61179,0,453.76,10016.6,589.58,5018,9.0978096,819.97
18/02/2015 16,61085,0,591.55,10234.5,587.17,4936.3,3.8149254,821.41
18/02/2015 17,61016,0,589.74,9990,527.74,5156,0.251566,823.35
18/02/2015 18,60967,0.4,552.63,10174.2,550.85,4838.6,0,824.29
18/02/2015 19,60903,0.8,693.27,10198,493.99,4873.4,0,825.13
18/02/2015 20,60895,0.2,618.71,10171.3,476.76,4718.9,0,825.97
18/02/2015 21,60894,0,471.7,9720.8,462.01,4980.5,0.0059192,826.36
18/02/2015 22,60787,0.4,490.71,9796.9,432.4,5272.5,0,827.63
18/02/2015 23,60725,0.6,542.65,10575.1,434.11,5336,0,828.28
19/02/2015 00,60665,0.2,496.04,10272.4,448.86,5391.2,0,828.59
19/02/2015 01,60612,0,471.26,10549.1,501.79,5260.5,0.0044394,827.9
19/02/2015 02,60558,0.2,468.4,12001.2,541.49,4953.4,0,826.82
19/02/2015 03,60543,0.4,479.77,13190.8,538.23,4966,0.0162778,826.24
19/02/2015 04,60544,0.4,412.2,13854.7,487.23,5141,0.007399,827.15
19/02/2015 05,60519,0,298.75,13691.9,452.49,4923.5,0,827.75
19/02/2015 06,60480,0,333.94,13282.9,423.57,4845.4,0,828.5
19/02/2015 07,60479,0,394.95,13399.4,409.11,4457.6,0.244167,828.76
19/02/2015 08,60480,0,360.82,14237.2,383.91,4416.1,2.545256,829.25
19/02/2015 09,60442,0,384.7,12878.4,404.97,4321.6,9.3331008,829.33
19/02/2015 10,60420,0,402.49,13110.8,440.81,4185.7,15.332211,827.48
19/02/2015 11,60415,0,397.84,14028.7,417.54,4155.6,15.626684,826.8
19/02/2015 12,60366,0,432.66,13925.2,432.71,4003.2,21.929159,825.54
19/02/2015 13,60360,0,448.81,13972.5,446.16,3694.8,21.269167,824.51
19/02/2015 14,60360,0.2,312.04,15032.6,318.18,4550.5,8.5754358,827.33
19/02/2015 15,60335,0.2,385.18,13661.1,349.25,3947.6,12.473235,827.8
19/02/2015 16,60319,0,395.96,13630.6,319.92,4214.4,4.335814,828.65
19/02/2015 17,60300,0,370.02,13642.6,285,4362.1,0.2278892,830.74
19/02/2015 18,60329,0,309.24,13814.1,252.4,4613.5,0,832.18
19/02/2015 19,60311,0,376.56,13227.8,241.14,4656.4,0,833.25
19/02/2015 20,60300,0,282.09,13071.2,226.61,4697.6,0,834.13
